mode,count,acousticness,artists,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,2,0.996,520Hz,0,197680,0.0197,0.996,0.104,-47.19,0,0,0,57,1
1,4,0.2275,54-40,0.6625,211060,0.5975,0.0401047,0.10765,-11.6815,0.02975,126.4555,0.7225,42,9
0,1,0.158,5th Ward Boyz,0.842,352173,0.336,0,0.256,-8.227,0.379,78.001,0.599,36,4
1,2,0.224,6 Dogs,0.748,171907,0.66,0.053,0.101,-4.704,0.0487,137.033,0.328,66,6
0,8,0.03269,69 Boyz,0.851,256279.75,0.742,0,0.18345,-11.60925,0.22375,133.01425,0.6795,41.75,9
1,46,0.266721304,6LACK,0.637130435,220217.8913,0.520434783,0.001885923,0.122969565,-7.958130435,0.16056087,121.3756304,0.308895652,63.86956522,0
1,4,0.443,6cyclemind,0.7175,295993,0.4735,0.00158574,0.131,-8.5365,0.03095,97.2875,0.47,57.5,3
1,26,0.112184615,6ix9ine,0.733730769,156294.8462,0.697923077,4.61E-06,0.144330769,-5.134038462,0.240761538,123.0933846,0.455384615,69.30769231,1
1,2,0.128,7 Aurelius,0.768,214560,0.725,0,0.122,-6.543,0.292,98.963,0.794,51,11
1,2,0.14,7 FN,0.897,161684,0.413,0,0.0708,-13.63,0.122,95.02,0.369,63,1
0,2,1.18E-05,7 Seconds,0.451,189200,0.908,0.00888,0.155,-11.616,0.0627,103.893,0.398,31,1
0,2,9.03E-06,7 Year Bitch,0.349,167333,0.709,0.0095,0.147,-12.339,0.0336,114.581,0.708,41,9
1,9,0.197222222,702,0.74,255970.2222,0.611222222,0.004330793,0.164422222,-8.151888889,0.065811111,99.07033333,0.59,52.11111111,10
0,2,0.0645,707,0.671,285533,0.707,0.0163,0.057,-11.549,0.0336,125.829,0.599,25,9
1,2,0.762,8-Bit Arcade,0.712,115177,0.818,0.876,0.126,-9.18,0.047,133.444,0.975,48,7
1,4,0.00857,808 State,0.5535,285153.5,0.8715,0.5855,0.1215,-8.0475,0.05975,128.4775,0.5025,42,8
1,2,0.13795,88-Keys,0.649,195875.5,0.6435,5.35E-07,0.421,-5.637,0.28,122.3495,0.5,54,1
0,2,0.0166,88GLAM,0.764,180813,0.672,1.06E-06,0.103,-4.274,0.0655,150.021,0.594,68,6
1,6,0.527466667,88rising,0.585,209444.6667,0.463166667,4.60E-05,0.21815,-9.008666667,0.091983333,109.5878333,0.385333333,69.83333333,1
1,13,0.073376923,8Ball,0.780538462,282367.3077,0.664384615,0.0006,0.242384615,-6.487769231,0.1845,122.0759231,0.539076923,42.53846154,1
1,30,0.030979733,8Ball & MJG,0.793266667,311073.3333,0.6228,0.001987389,0.191206667,-9.0515,0.263913333,129.2988333,0.6019,37.23333333,11
1,1,0.103,8father,0.834,60056,0.375,0,0.145,-6.258,0.391,95.993,0.389,60,0
0,2,0.463,904TEZZO,0.697,96016,0.48,0.0085,0.378,-9.856,0.0493,119.951,0.176,57,10
0,2,0.952,90sFlav,0.748,126250,0.265,0.917,0.0866,-12.074,0.229,77.009,0.14,70,8
0,2,0.637,916frosty,0.597,248803,0.559,0,0.137,-7.219,0.0835,145.826,0.268,66,1
1,1,0.139,93FEETOFSMOKE,0.816,148140,0.577,0,0.0827,-5.998,0.41,171.028,0.459,66,1
0,1,0.179,94 East,0.744,340440,0.797,0.0103,0.139,-8.867,0.0377,94.801,0.954,31,11
1,20,0.34703,98º,0.61025,250582.6,0.581,3.55E-07,0.113165,-8.21425,0.041735,101.6388,0.42775,49,10
1,1,0.545,99 Neighbors,0.817,231602,0.487,0,0.336,-6.585,0.474,70.949,0.65,62,0
1,2,0.0729,99 Percent,0.786,157165,0.854,1.63E-06,0.179,-4.247,0.0523,105.078,0.687,59,2
1,6,0.030186667,999,0.596,217075.3333,0.631,0.282667583,0.1723,-9.655333333,0.0489,132.0906667,0.514666667,33.66666667,2
0,6,0.033133333,9lokknine,0.864333333,181220,0.544,0,0.1746,-8.401333333,0.272666667,90.15666667,0.521,67.66666667,0
1,2,0.404,9tails,0.711,217182,0.545,0,0.122,-6.81,0.0322,108.02,0.345,66,11
1,4,0.232,9th Wonder,0.685,259060,0.518,0.00075566,0.13955,-8.679,0.228,90.4195,0.5295,51,7
1,18,0.218107778,? & The Mysterians,0.632333333,146582.3333,0.670888889,0.174584277,0.151988889,-8.077222222,0.042188889,111.3006667,0.805888889,25.11111111,2
1,2,0.198,?uestlove,0.885,307120,0.598,0,0.384,-6.663,0.372,95.402,0.779,39,6
0,75,0.2533864,A Boogie Wit da Hoodie,0.730093333,200451.88,0.62684,1.62E-06,0.164902667,-7.011053333,0.229846667,118.7338667,0.500733333,66.64,5
1,4,0.132125,A Certain Ratio,0.695,344633,0.933,0.4573,0.07475,-7.848,0.0631,125.9155,0.582,27.5,2
1,104,0.026354052,A Day To Remember,0.402596154,207746.1538,0.916730769,7.33E-05,0.285265385,-4.427519231,0.111317308,144.2214615,0.458826923,53.42307692,0
1,2,0.0149,A Few Good Men,0.499,310107,0.706,0,0.306,-7.903,0.0333,111.949,0.414,29,2
1,2,0.947,A Fine Frenzy,0.549,268800,0.24,0,0.106,-7.778,0.0338,119.58,0.167,54,0
1,42,0.025411257,A Flock Of Seagulls,0.512666667,243382.2857,0.725,0.468895714,0.212695238,-9.317571429,0.03762381,145.6501905,0.697047619,41.9047619,2
1,2,0.0126,A Foot In Coldwater,0.444,311867,0.592,0.00269,0.108,-7.775,0.039,100.811,0.253,33,2
1,8,0.6258,A Great Big World,0.4695,243813.5,0.374625,0.000201443,0.113625,-8.29675,0.043625,119.454125,0.22725,59.125,2
1,2,0.03,A Guy Called Gerald,0.683,267107,0.789,0.0105,0.0724,-9.034,0.0602,119.504,0.657,48,2
1,2,0.854,A Heart Beats,0.507,146173,0.255,0,0.172,-11.857,0.0651,97.231,0.438,37,7
1,2,0.955,A Jam Session At Victor,0.717,178907,0.178,0.519,0.0663,-15.267,0.0607,84.079,0.479,3,3
1,3,0.833666667,A L E X,0.792666667,169956.3333,0.285666667,0.922333333,0.102833333,-12.98133333,0.063733333,124.9906667,0.316,62.66666667,0
1,1,0.754,A Look At Yesterday,0.542,137920,0.73,0,0.185,-7.491,0.03,112.789,0.96,47,2
1,59,0.109087908,A Perfect Circle,0.519525424,251080.3898,0.622520339,0.296638305,0.135864407,-9.76320339,0.055608475,124.4771017,0.256277966,49.47457627,6
1,2,0.597,A Priori,0.303,215867,0.4,0.682,0.104,-11.037,0.0316,178.465,0.474,0,0
1,6,0.1363,A R I Z O N A,0.676,182859.6667,0.612666667,0.116733333,0.1313,-8.663333333,0.060333333,101.286,0.228,66.33333333,2
1,6,0.203033333,A Rocket To The Moon,0.390666667,210991,0.615,0,0.177333333,-4.385,0.029766667,152.9816667,0.341333333,59.33333333,7
1,8,0.00121075,A Skylit Drive,0.25275,210366.75,0.9275,0.000350395,0.2539,-3.42325,0.094425,123.785,0.306,45,10
1,2,3.01E-05,A Static Lullaby,0.555,200240,0.98,4.38E-05,0.0661,-6.063,0.154,143.005,0.37,48,8
0,8,0.326025,A Taste Of Honey,0.75475,280870,0.53875,0.000627475,0.121125,-9.2815,0.057625,126.93325,0.749,45.75,2
1,4,0.0175985,A Thousand Horses,0.4905,205347,0.806,0.000115,0.2565,-5.9505,0.03395,132.267,0.473,62,7
0,4,0.31425,A Touch Of Class,0.6755,181186.5,0.91725,0.033055,0.11875,-6.03175,0.030325,128.456,0.605,63.75,9
1,3,0.953,A Tree Grows in Brooklyn Ensemble,0.489,164911.3333,0.218333333,0.0073741,0.332666667,-14.82533333,0.050033333,81.77433333,0.644666667,0.333333333,7
1,1,0.915,A Tree Grows in Brooklyn Orchestra,0.261,302533,0.379,0.845,0.146,-10.377,0.0342,111.529,0.269,1,3
1,136,0.170033529,A Tribe Called Quest,0.827669118,228573.2353,0.562544118,0.047997727,0.211551471,-9.829654412,0.272930882,97.87680147,0.687227941,46.06617647,11
0,2,0.023,A Tribe Called Red,0.658,219853,0.573,0.0613,0.0981,-5.408,0.107,133.442,0.583,52,3
1,2,0.767,A Winged Victory for the Sullen,0.0804,266840,0.0836,0.853,0.119,-21.007,0.04,82.14,0.0498,46,11
1,1,0.0889,A$AP ANT,0.9,236227,0.532,0,0.0533,-5.516,0.0744,140.023,0.592,59,0
1,34,0.115947059,A$AP Ferg,0.745882353,212194.2941,0.724088235,4.18E-06,0.246291176,-5.340411765,0.230970588,137.2497059,0.411244118,61.55882353,1
1,9,0.244255556,A$AP Mob,0.780666667,237664.6667,0.717888889,1.84E-06,0.158911111,-5.916666667,0.2586,129.4382222,0.491,59.22222222,8
1,3,0.143,A$AP NAST,0.79,229144,0.730666667,0,0.1371,-5.098333333,0.249133333,121.6696667,0.619,55,11
1,96,0.193702406,A$AP Rocky,0.671229167,219365.4271,0.66903125,0.015331933,0.209775,-6.87225,0.190591667,128.9268854,0.39188125,63.39583333,1
1,4,0.253225,A$AP Twelvyy,0.73025,212252.5,0.71675,0,0.120825,-6.6955,0.2911,135.7855,0.56775,55.25,0
1,6,0.04309,A*Teens,0.717,202773.6667,0.879,0.009303333,0.257433333,-5.705666667,0.036566667,124.9966667,0.789,45.33333333,4
1,2,0.583,A-Lin,0.399,285547,0.512,0,0.104,-5.801,0.0357,133.175,0.197,59,8
1,4,0.0209,A-Lusion,0.5105,338208.5,0.9185,0.174,0.1256,-4.0415,0.0407,150.0085,0.2395,0,3
1,2,0.29,A-Mei Chang,0.542,318333,0.38,0,0.409,-11.702,0.0366,123.971,0.138,52,10
0,5,0.009398,A-Trak,0.7048,287949.6,0.7302,0.1555734,0.17292,-3.6818,0.13292,131.1848,0.8042,56.6,1
1,1,0.426,A. Caminha,0.589,277307,0.421,0.497,0.193,-13.483,0.0604,130.272,0.705,24,0
1,7,0.968571429,A. L. Lloyd,0.608,161727.5714,0.229857143,4.60E-05,0.157257143,-10.92114286,0.1383,122.0758571,0.653285714,12.57142857,10
1,1,0.995,A. Likiardopoulou,0.357,192707,0.306,0.069,0.121,-14.339,0.0393,111.982,0.462,0,7
1,22,0.899681818,A. M. Rajah,0.541772727,188202.0455,0.458077273,0.291998749,0.230986364,-10.32381818,0.112659091,131.5843182,0.858909091,4.818181818,6
1,1,0.962,A. Merangulian,0.366,189280,0.253,0.561,0.0992,-14.905,0.0434,145.377,0.51,0,0
0,2,0.924,A. Merangulian with folk instrumental ensemble,0.508,175640,0.441,0.952,0.314,-14.508,0.0449,111.486,0.826,0,4
1,5,0.881,A. P. Komala,0.5442,167498.6,0.4898,0.04068576,0.2818,-7.3552,0.05156,107.5496,0.7016,0,2
1,1,0.182,A. Pignagnoli,0.809,376864,0.557,0.0153,0.0571,-10.875,0.0542,112.688,0.867,31,8
0,24,0.975833333,A. R. Ojha,0.619666667,186113.25,0.211416667,0.151866459,0.1845,-10.13125,0.209516667,115.7141667,0.743666667,0,2
1,21,0.957952381,A. R. Oza,0.68547619,184620.0952,0.221047619,0.126590162,0.217809524,-9.76452381,0.298171429,114.622619,0.726238095,0,7
1,14,0.991571429,A. R. Qureshi,0.624285714,168611.1429,0.318571429,0.558857143,0.387571429,-11.38385714,0.185314286,142.5682857,0.786142857,0,8
0,2,0.993,A. Xatzixristos,0.564,187787,0.39,0.883,0.114,-13.142,0.0349,105.9,0.87,0,11
1,5,0.1031,A.B. Quintanilla III,0.7446,226002.6,0.794,0.000112226,0.22876,-4.8144,0.07678,115.0444,0.8564,51.4,7
0,21,0.357457143,A.B. Quintanilla III Y Los Kumbia Kings,0.769333333,218239.4286,0.728142857,0.004916973,0.23932381,-5.377380952,0.07027619,135.0795238,0.85752381,50.71428571,11
1,1,0.983,A.C. Smyth,0.118,106693,0.0775,0.00297,0.104,-22.774,0.0314,169.421,0.394,9,4
0,2,0.494,A.CHAL,0.734,165214,0.472,0.00293,0.102,-8.192,0.306,190.011,0.387,64,1
1,2,0.06175,A.G.,0.781,238233.5,0.7335,0,0.1061,-7.999,0.3405,92.1815,0.804,46.5,9
