index,mode,count,acousticness,artists,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
124,1,2,0.995,Aaron Zigman,0.445,169467,0.0123,0.925,0.169,-25.606,0.0454,58.875,0.232,50
125,0,19,0.196336842,Ab-Soul,0.645947368,289496.1579,0.713105263,1.80E-06,0.249478947,-6.500894737,0.2872,110.8102632,0.482368421,51.52631579
126,1,6,0.429333333,Abbey Lincoln,0.478666667,380471,0.479333333,0.223233333,0.284,-9.486,0.078366667,82.38866667,0.450666667,20.33333333
127,0,58,0.861931034,Abdel Halim Hafez,0.392241379,658751.5862,0.310689655,0.07649862,0.309551724,-10.98734483,0.044793103,114.0124138,0.452137931,21.44827586
128,1,2,0.994,Abdul,0.599,153228,0.104,0.00946,0.108,-10.296,0.1,131.624,0.607,0
129,1,2,0.406,Abhi The Nomad,0.722,214059.5,0.5885,0.000525,0.17185,-7.4595,0.0953,106.4485,0.3195,61
130,1,2,0.00183,Above The Law,0.699,253293,0.926,6.68E-06,0.0522,-8.925,0.0968,97.842,0.756,30
131,1,2,0.338,Abracadabra,0.617,223467,0.372,0,0.159,-13.622,0.0339,131.562,0.286,53
132,0,2,0.23,Absofacto,0.688,224661,0.582,0.000157,0.0663,-10.668,0.0542,85.486,0.872,72
133,1,1,0.0901,Abstract,0.641,212715,0.538,0,0.205,-10.398,0.245,79.038,0.296,59
134,1,2,0.00194,Abwrts,0.402,197493,0.765,0.00971,0.0732,-12.535,0.0385,177.752,0.96,36
135,1,80,0.948525,Academy of St. Martin in the Fields,0.26819625,321842.35,0.10003975,0.72583675,0.1414825,-23.0620375,0.04319375,100.4099,0.19132375,34.775
136,1,4,0.86525,Accademia I Filarmonici,0.43725,138003.5,0.27525,0.619521475,0.18535,-16.99225,0.04235,115.5995,0.54575,46.75
137,1,38,0.003812432,Accept,0.438052632,266774.7368,0.766947368,0.043785514,0.254505263,-9.537210526,0.058563158,127.6598947,0.459421053,37.42105263
138,1,4,0.066836,Acceptance,0.417,178966.5,0.7935,0,0.10165,-4.3525,0.04075,126.8425,0.5175,46
139,0,2,0.587,Ace,0.717,204227,0.406,0.103,0.0869,-13.954,0.0305,123.213,0.703,61
140,1,10,0.070447,Ace Hood,0.6828,270885.7,0.7141,0,0.21014,-4.9226,0.15822,145.9247,0.29763,54.4
141,0,20,0.0286422,Ace of Base,0.7228,222997.4,0.8222,0.16389598,0.10808,-6.6183,0.04488,103.6322,0.7981,55
142,1,3,0.04072,Aceyalone,0.799333333,275915.6667,0.761333333,1.46E-05,0.126333333,-7.604666667,0.215633333,94.22566667,0.485333333,36.66666667
143,1,16,0.017189526,Acid Bath,0.32475,313795,0.847,0.315189975,0.1025375,-7.25,0.0666375,124.539125,0.351625,36.125
144,1,2,0.00352,Acid King,0.321,384867,0.662,0.503,0.105,-10.374,0.0349,117.853,0.199,44
145,1,4,0.3455,Acoustic Alchemy,0.64,276066.5,0.5795,0.501,0.1666,-12.539,0.04135,90.6215,0.8105,29
146,1,2,0.284,Active Child,0.572,321453,0.535,0.0587,0.128,-8.919,0.0284,134.962,0.252,49
147,1,10,0.708,Adalberto Santiago,0.6474,366645.4,0.7562,0.026098,0.4189,-5.8315,0.04875,119.267,0.86,32.6
148,1,16,0.0856375,Adam Ant,0.595375,220406.625,0.90775,0.044895828,0.364175,-5.1415,0.0716625,109.099625,0.665,36.375
149,1,4,0.866,Adam Carroll,0.618,225853,0.353,0,0.143,-9.824,0.0556,106.906,0.4675,38
150,1,7,0.167917286,Adam Hicks,0.532,176301,0.735285714,1.01E-06,0.133885714,-4.266285714,0.051871429,140.3574286,0.524142857,55.28571429
151,0,2,0.356,Adam Jensen,0.557,189600,0.721,0,0.146,-5.134,0.0416,125.324,0.392,65
152,0,10,0.050732,Adam Lambert,0.5706,221516.6,0.8134,3.84E-06,0.16782,-4.5908,0.07932,130.1084,0.5022,60.8
153,1,2,0.953,Adam Melchor,0.493,216000,0.284,0.00739,0.151,-12.815,0.0309,79.959,0.199,65
154,1,14,0.672714286,Adam Sandler,0.549857143,202233.1429,0.466142857,0.00010193,0.510242857,-10.514,0.336242857,110.4292857,0.554285714,42.85714286
155,1,4,0.6395,Adan Romero,0.7825,195366.5,0.553,0.00067,0.07015,-6.0625,0.0663,137.506,0.957,56.5
156,1,80,0.439098,Adele,0.564775,248431.575,0.497825,5.17E-05,0.13161,-6.90435,0.053395,118.62625,0.3798375,61.475
157,1,6,0.000224667,Adema,0.429666667,248186.3333,0.945333333,0.063066667,0.078,-4.866,0.1186,139.7843333,0.449666667,48.66666667
158,0,1,0.804,Adiemus,0.295,237413,0.408,0.148,0.165,-16.632,0.0693,150.454,0.164,61
159,1,2,0.128,Admiral Bailey,0.722,231400,0.565,0,0.056,-5.601,0.375,118.804,0.685,47
160,1,32,0.004174669,Adolescents,0.431125,132533.5,0.92875,0.001128588,0.29846875,-7.475875,0.07583125,107.364375,0.46665625,32.0625
161,1,33,0.879969697,Adolph Deutsch,0.314869697,115558,0.208566667,0.607596667,0.215648485,-19.52036364,0.067048485,113.9180303,0.377372727,5.939393939
162,0,1,0.945,Adolphus Hailstork,0.141,170213,0.00268,0.601,0.0756,-37.571,0.0427,140.372,0.0386,51
163,0,2,0.0747,Adrenalize,0.579,210292,0.697,0.0206,0.0805,-6.05,0.0378,150.003,0.386,3
164,1,1,0.0472,Adrian Marcel,0.849,237653,0.534,0,0.25,-6.365,0.0699,102.014,0.599,59
165,1,8,0.8395,Adriana Caselotti,0.42175,145340,0.22025,0.067500255,0.235625,-15.20775,0.0477125,122.915875,0.533625,35.625
166,1,1,0.991,Adriana Lazzarini,0.318,289227,0.186,0.000852,0.12,-13.721,0.0329,104.139,0.199,12
167,1,2,0.628,Adriana Szuster,0.632,102680,0.513,0,0.0818,-6.328,0.067,81.966,0.795,53
168,1,1,0.906,Adrianne Pieczonka,0.31,354240,0.125,0.904,0.258,-17.338,0.0363,129.938,0.269,46
169,1,6,0.397333333,Adriano Celentano,0.757666667,237338.3333,0.506,6.36E-06,0.149,-11.78333333,0.0642,108.0333333,0.434666667,44.66666667
170,0,9,0.962555556,Adrienne Albert,0.618444444,79653.44444,0.1268,0.0005664,0.165244444,-17.958,0.0569,103.974,0.666666667,0
171,1,2,0.017245,Adventure Club,0.5695,255962,0.6635,0.00268,0.09765,-4.82,0.04975,136.4995,0.178,53.5
172,1,2,0.528,Aegis,0.431,217913,0.604,0,0.0755,-5.797,0.0464,139.438,0.345,49
173,1,10,0.14656,Aer,0.84,207679.8,0.6818,6.96E-05,0.13682,-7.0498,0.08658,106.211,0.6254,51.2
174,1,240,0.079990739,Aerosmith,0.446933333,265585.3333,0.788558333,0.026107977,0.262445,-7.641616667,0.0466775,128.49495,0.547583333,41.34166667
175,1,2,0.00324,Aerospace,0.774,450092,0.56,0.87,0.0503,-11.074,0.0641,135.981,0.0383,0
176,0,2,0.682,Aflacko,0.776,159243,0.467,0,0.205,-10.094,0.272,97.486,0.563,58
177,1,1,0.0261,Afourteen,0.724,310250,0.891,0,0.273,-0.354,0.294,92.478,0.71,63
178,1,2,0.0206,Afro B,0.966,199000,0.633,4.06E-06,0.0715,-6.392,0.101,108.011,0.767,65
179,1,2,0.354,Afro-Cuban All Stars,0.591,396440,0.497,7.09E-06,0.136,-11.801,0.0397,136.568,0.756,52
180,0,11,0.096509091,Afrojack,0.710909091,280340.5455,0.829545455,0.267875291,0.281772727,-4.485181818,0.097863636,124.5365455,0.499454545,50.90909091
181,1,16,0.1913625,Afroman,0.8705,307113.375,0.469125,1.68E-05,0.1511,-8.286875,0.366,128.117375,0.673125,53.375
182,0,3,0.174,Afrosound,0.733,172266.3333,0.686,0.058713333,0.0953,-5.840666667,0.042766667,97.02566667,0.886333333,25.66666667
183,1,1,0.984,Afsal,0.441,195226,0.358,0.0842,0.26,-10.552,0.298,67.74,0.65,0
184,1,6,0.002115983,After The Burial,0.468666667,284147,0.940666667,0.19486,0.2124,-4.894666667,0.134666667,124.542,0.169333333,50
185,0,2,0.214,Afu-Ra,0.842,239413,0.858,5.78E-06,0.475,-3.731,0.253,90.312,0.736,57
186,1,12,0.143368517,Against Me!,0.517666667,190395.6667,0.779833333,0.009853617,0.236,-5.5805,0.11365,127.7963333,0.468833333,49.5
187,1,2,0.994,Agatha Reilly,0.33,192353,0.005,0.976,0.109,-34.638,0.0499,85.067,0.0749,59
188,1,2,2.52E-06,Agent Steel,0.123,183267,0.991,0.0058,0.234,-2.727,0.182,191.533,0.114,34
189,0,2,0.00645,Agnes,0.621,256213,0.923,7.28E-05,0.108,-3.124,0.0321,127.973,0.716,62
190,1,3,0.920666667,Agnes Giebel,0.281,197035,0.304333333,0.194333333,0.371333333,-11.72833333,0.045233333,113.6776667,0.276333333,0
191,1,4,0.959,Agnes Obel,0.439,216570.5,0.14295,0.3801875,0.119,-20.299,0.0363,116.8325,0.18,52
192,1,6,0.0053022,Agnostic Front,0.266333333,151563,0.959666667,0.000801567,0.267,-6.245,0.149,131.5473333,0.224333333,36.66666667
193,1,2,0.0452,Ago,0.936,353000,0.564,0.0247,0.0377,-5.902,0.0471,125.996,0.921,31
194,0,2,0.0026,Aguaturbia,0.272,635272,0.832,0.147,0.0547,-6.896,0.0632,85.399,0.625,32
195,1,6,0.009499667,Agust D,0.578666667,219421.8333,0.793333333,6.30E-06,0.164666667,-4.358,0.123466667,114.8205,0.308833333,67.16666667
196,1,138,0.97234058,Agustn Irusta,0.711094203,181028.5072,0.316371014,0.214100226,0.248508696,-11.41024638,0.106631884,125.3093551,0.777028986,0.086956522
197,1,4,0.7585,Ahlam,0.435,283875.5,0.192,0.000431725,0.1021,-13.861,0.07275,123.304,0.269,0
198,1,90,0.664822222,Ahmad Jamal Trio,0.535511111,241825.4667,0.327162222,0.676269422,0.500853333,-18.36577778,0.057231111,111.3269556,0.432866667,23
199,0,2,0.911,Ahmet Kaya,0.591,312216,0.294,0.00156,0.239,-16.167,0.0312,109.755,0.359,60
200,1,3,0.890333333,Aiko,0.488666667,109005.3333,0.22,0,0.162966667,-15.16733333,0.309666667,132.135,0.247666667,73
201,0,7,0.036337143,Aim,0.787571429,295689.5714,0.725,0.393046,0.1898,-7.193,0.081114286,101.1422857,0.524714286,52
202,0,2,0.00307,Aimer,0.365,233493,0.893,6.55E-06,0.141,-5.912,0.0909,171.08,0.46,62
203,0,29,0.442131724,Air,0.472896552,265030.6207,0.531413793,0.645830931,0.186010345,-10.24996552,0.039341379,120.9922069,0.266372414,44
204,1,2,0.126,Air Traffic Controller,0.621,163453,0.727,0,0.204,-5.529,0.0943,112.067,0.636,57
205,1,6,0.001394167,Airbourne,0.56,216106.6667,0.910666667,0.260988667,0.28,-4.264,0.0591,124.354,0.44,60.66666667
206,1,2,0.000256,Airiel,0.187,566467,0.945,0.241,0.104,-6.332,0.0398,104.974,0.461,47
207,0,6,0.349333333,Airplay,0.595666667,270569,0.533,1.34E-05,0.177633333,-12.811,0.0882,94.01433333,0.611666667,30.33333333
208,1,2,0.987,Aisha Badru,0.484,152960,0.149,0.00811,0.111,-14.991,0.0372,144.589,0.123,62
