mode,year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,1945,0.709656863,0.51914315,196161.557,0.226044416,0.275894257,0.20300995,-16.9814715,0.3050973,108.3240705,0.49136135,2.1265,0
1,1946,0.919944582,0.414445012,267677.8231,0.222172309,0.48612641,0.210818329,-16.92177436,0.088005916,103.1645551,0.398253828,1.656612529,7
1,1947,0.913965022,0.471320848,233137.3842,0.2635512,0.347593418,0.223829394,-14.37760788,0.100563818,108.9910261,0.508212545,1.615757576,7
1,1948,0.922155,0.463369474,199194.8742,0.242464841,0.355484822,0.219693579,-15.50540737,0.164359316,108.0583611,0.462142368,1.527368421,0
1,1949,0.907532895,0.4421994,223199.3275,0.246114615,0.297761536,0.20885855,-15.525845,0.1029921,108.8731355,0.4304195,3.939,0
1,1950,0.853941301,0.5042531,215073.1255,0.314071195,0.24500082,0.2169584,-13.8638345,0.15345275,111.749725,0.5516497,3.2065,7
1,1951,0.902297196,0.4624801,213154.641,0.254665655,0.308437856,0.2177774,-15.812066,0.10850665,109.625872,0.44134755,3.1495,0
1,1952,0.874300924,0.4570322,229434.727,0.25362601,0.288412647,0.2329723,-15.958866,0.1373618,108.2322805,0.443134962,3.338,0
1,1953,0.89092235,0.437426051,217455.5682,0.266196831,0.318322394,0.221734051,-15.49913487,0.090088256,110.0255667,0.429142051,3.504615385,0
1,1954,0.865019727,0.4656389,224029.368,0.264347385,0.297440008,0.21784115,-15.4080045,0.1048133,108.7130925,0.45234105,7.987,0
1,1955,0.840551007,0.4881312,222137.446,0.29509634,0.216604422,0.22143535,-13.842262,0.0895582,111.0212795,0.4724155,10.1445,5
1,1956,0.82305699,0.4878145,211846.9215,0.30476112,0.238763418,0.18225715,-14.1751955,0.06231235,112.206039,0.50842305,15.785,0
1,1957,0.792802359,0.503481231,241604.8241,0.295279133,0.194520616,0.182748564,-14.12484872,0.064353128,112.7522949,0.511010154,20.08205128,5
1,1958,0.779611865,0.4800214,214146.9005,0.308795755,0.18124111,0.20584085,-14.165171,0.0569993,113.3261235,0.4976615,19.2575,0
1,1959,0.77939279,0.482114308,216292.8369,0.310994405,0.188148194,0.191842923,-14.46013692,0.067874308,112.1177015,0.478415641,20.77333333,0
1,1960,0.767181484,0.486029243,210209.6838,0.341142378,0.176502159,0.20786373,-13.8141027,0.065783514,112.5616789,0.523931676,19.78378378,0
1,1961,0.751903868,0.489165579,232186.6142,0.339531867,0.264623253,0.208912579,-14.17133053,0.059475947,111.8089579,0.512851211,19.59842105,0
1,1962,0.720607807,0.493164368,209294.4132,0.3710257,0.171471551,0.201895737,-13.17736421,0.057739842,114.8410047,0.547792053,22.12736842,0
1,1963,0.72270483,0.48162135,200510.5485,0.365353885,0.185432315,0.2037453,-13.670647,0.05203615,114.3245875,0.54152745,25.5355,0
1,1964,0.694100531,0.504176974,195536.4118,0.394438826,0.159597802,0.217232359,-13.0480759,0.066594462,115.0814892,0.557260421,26.32102564,0
1,1965,0.60991133,0.503450564,196342.0862,0.449027246,0.118365946,0.213839128,-11.88821333,0.057556462,116.8354467,0.580950667,27.52,0
1,1966,0.52480946,0.5070205,216095.113,0.482208465,0.115125956,0.2180931,-11.3569195,0.05596405,116.335424,0.58014455,28.2815,2
1,1967,0.529610324,0.492688594,198987.5183,0.446823832,0.118946855,0.190917659,-11.70882941,0.049098399,116.6800225,0.550791696,31.1905953,0
1,1968,0.49377024,0.5010081,214980.984,0.45696965,0.112776949,0.21735095,-12.043862,0.0589885,115.8325915,0.56599365,31.2595,0
1,1969,0.448846304,0.4880978,242545.9405,0.48762513,0.159452708,0.2069659,-12.062166,0.054975,117.0243285,0.554745285,32.844,2
1,1970,0.460057114,0.5063075,242852.1515,0.49563305,0.127567003,0.2122688,-11.772558,0.0516815,117.1116105,0.5720754,34.3945,2
1,1971,0.458336298,0.50427385,260511.7935,0.496361255,0.125017889,0.21491455,-12.079936,0.0594224,118.2722475,0.57491325,34.4475,2
1,1972,0.460042805,0.52099945,245914.2285,0.50452618,0.114880334,0.20695495,-11.7735635,0.05487125,119.412852,0.59568815,34.485,2
1,1973,0.416524189,0.51544945,257002.7905,0.53613825,0.099680223,0.20137475,-11.260197,0.05782575,120.1463165,0.5921162,36.428,0
1,1974,0.447207423,0.51533975,252555.791,0.514723655,0.116360984,0.20934635,-11.816489,0.05731935,119.416453,0.5812744,32.2465,2
1,1975,0.433773887,0.520998,254969.3715,0.523208505,0.111322034,0.21544135,-11.485939,0.06109845,118.6840155,0.56941515,34.812,2
1,1976,0.361470632,0.5297625,267676.967,0.55384325,0.121629044,0.2490322,-11.114237,0.06274995,120.522058,0.58073325,35.835,2
1,1977,0.339302533,0.5333237,257121.848,0.560287959,0.127721032,0.22321405,-11.0773545,0.06085455,122.1854305,0.58524655,35.8465,9
1,1978,0.328968573,0.5407746,249051.887,0.561428865,0.100381215,0.21807095,-10.891868,0.0627574,120.3779435,0.58953525,35.891,2
1,1979,0.295932241,0.5620453,252860.2265,0.591012715,0.115751372,0.2134431,-10.9775135,0.0690586,122.4568165,0.6099818,36.172,0
1,1980,0.284955398,0.556152359,252835.5333,0.597777395,0.128751061,0.203754103,-10.70094205,0.059248615,122.985001,0.598058051,36.20666667,0
1,1981,0.301204227,0.5421847,250904.205,0.599382725,0.146837947,0.2250999,-10.9244045,0.057916,123.169395,0.58295185,35.7525,9
1,1982,0.289580038,0.5642594,248357.306,0.590919389,0.100016383,0.20100675,-10.9331225,0.06585305,120.9186075,0.58643845,36.247,2
1,1983,0.294777892,0.5456293,251123.6985,0.601425235,0.145410523,0.19892245,-11.200171,0.066886,121.070629,0.5721199,36.268,9
1,1984,0.28770958,0.53030895,251845.2565,0.591091675,0.14517304,0.1977062,-11.5232385,0.0592648,121.376662,0.55163871,37.7745,9
1,1985,0.296570903,0.5556424,252276.258,0.60151548,0.113738558,0.19920645,-11.3606885,0.0584648,121.9793035,0.56559645,37.013,9
1,1986,0.285080656,0.5409334,254708.4055,0.6149546,0.109940854,0.21187945,-11.103995,0.0648161,120.499302,0.55094855,37.5775,9
1,1987,0.311664066,0.541019333,247543.3231,0.579839554,0.101974517,0.202018103,-11.62346718,0.057789641,120.8457072,0.541451179,39.68512821,7
1,1988,0.322009947,0.540459436,257442.5897,0.585679246,0.11719038,0.207707538,-11.51982103,0.066099897,120.0244256,0.54648539,39.60051282,7
1,1989,0.313351252,0.54722745,254203.5935,0.584046375,0.113182545,0.1990802,-11.38413,0.06393925,120.5790015,0.5483329,39.1825,7
1,1990,0.332869951,0.53529865,256451.4035,0.571591395,0.125826268,0.1909609,-11.3274795,0.0643453,120.0627335,0.52652685,40.7855,7
1,1991,0.332765292,0.555824359,245912.0062,0.559402364,0.11509234,0.188628923,-10.95576872,0.07110159,119.3625744,0.548655231,41.65589744,7
1,1992,0.320808764,0.55506485,246506.46,0.582864205,0.100690083,0.2002455,-10.5754045,0.0730623,122.5862185,0.5590983,42.994,7
1,1993,0.309068554,0.56987815,251667.9675,0.56255991,0.115293965,0.19493225,-10.882701,0.07635055,120.364936,0.55556845,42.9975,7
1,1994,0.306234363,0.55282995,250992.254,0.578772685,0.11188576,0.1921651,-10.282273,0.07604935,118.44517,0.52664915,45.0615,7
1,1995,0.302511806,0.55904575,246624.0915,0.57857951,0.123268796,0.2013737,-10.11945,0.08375445,119.281978,0.5302467,44.801,0
1,1996,0.30102688,0.5878306,248180.983,0.586068475,0.095052812,0.1986863,-9.4438185,0.08607765,117.708357,0.56087325,44.904,7
1,1997,0.306715693,0.57681385,245749.2815,0.598698715,0.104690179,0.1984788,-9.2008755,0.08850605,118.182316,0.5485525,45.582,7
1,1998,0.291489462,0.58621165,248542.6075,0.605197505,0.11132575,0.1937309,-8.971168,0.09173105,118.540108,0.5377209,45.8945,7
1,1999,0.271590111,0.582157919,245177.7453,0.637522602,0.094068141,0.206308047,-8.266409534,0.094407176,119.5094905,0.556452845,47.25832906,0
1,2000,0.289322701,0.590918047,242724.6426,0.625412832,0.101167769,0.197686043,-8.247765849,0.089205419,118.9993231,0.55947546,46.68404908,7
1,2001,0.286842475,0.583317855,240307.796,0.626985522,0.107214019,0.187025636,-8.305095262,0.089182294,117.765399,0.541479107,48.75012469,7
1,2002,0.28262429,0.5761603,239503.283,0.641269796,0.08804835,0.1939112,-7.6866395,0.0843076,119.2397385,0.54239715,48.6555,7
1,2003,0.256470518,0.575763306,244670.5752,0.660165261,0.083049275,0.196976305,-7.485545036,0.093925742,120.9146218,0.530504248,48.62640737,7
1,2004,0.280558947,0.567680366,237378.708,0.648867945,0.077934035,0.20219944,-7.601655137,0.09423881,121.2903459,0.524488555,49.27314344,7
1,2005,0.255763507,0.572280564,237229.5882,0.653208511,0.090194361,0.190081626,-7.466158974,0.093333692,121.6179667,0.532530923,50.95333333,0
1,2006,0.279986352,0.568230154,234042.9144,0.650326282,0.077701472,0.188289282,-7.265500513,0.085846769,121.7986154,0.520028308,51.31384615,7
1,2007,0.254080958,0.563414359,241049.9626,0.668304774,0.072957268,0.196126564,-7.044535897,0.084347333,124.0875164,0.516793846,51.07589744,7
1,2008,0.249191763,0.579192839,240107.3156,0.671460821,0.06366209,0.198431407,-6.843804092,0.077356368,123.5099335,0.527541893,50.63017903,0
1,2009,0.261928619,0.564190357,238140.0133,0.670748755,0.075872074,0.205252296,-7.046014796,0.085457806,123.4638077,0.507169662,51.44081633,0
1,2010,0.242686644,0.572488343,242811.8046,0.681777803,0.082980568,0.199700645,-6.909904266,0.081031498,123.5702153,0.520895159,52.73015873,0
1,2011,0.273182663,0.552866981,236998.7873,0.648300893,0.103772332,0.203308825,-7.574986118,0.087479276,121.483997,0.472453679,53.30738721,2
1,2012,0.249953044,0.570881851,245807.4576,0.65657146,0.085205521,0.189733008,-7.260549614,0.081742468,121.7817362,0.462709013,52.65501285,7
1,2013,0.257488086,0.571148026,242267.6614,0.645596891,0.098365054,0.19963082,-7.472039474,0.093848887,120.8068295,0.454741194,54.04706478,1
1,2014,0.249312646,0.589947681,233728.3147,0.648795444,0.076569555,0.191821596,-7.0674399,0.084060549,122.3052628,0.463048778,55.54314214,0
1,2015,0.253952258,0.593774063,230029.0466,0.627064272,0.106786878,0.188856434,-7.625639311,0.09677923,120.1154113,0.432098369,56.7006079,7
1,2016,0.28417103,0.600202393,221396.5103,0.592855232,0.093984387,0.181169894,-8.061056205,0.1043133,118.6526299,0.431532059,59.64718976,0
1,2017,0.286099067,0.612217018,211115.6968,0.590421021,0.097090609,0.1917126,-8.312629518,0.110536496,117.20274,0.416476311,63.26355422,1
1,2018,0.267632991,0.663500476,206001.0071,0.602434622,0.054217122,0.176325535,-7.168785069,0.127175559,121.9223077,0.447921274,63.29624346,1
1,2019,0.278298586,0.64481411,201024.7881,0.593224036,0.077640247,0.172616419,-7.722191893,0.121043356,120.2356444,0.45881763,65.25654182,1
1,2020,0.219930888,0.692904335,193728.3975,0.631231635,0.016375524,0.178535419,-6.595066995,0.141383695,124.2831286,0.501047808,64.30197044,1
