mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,classical performance,0.923480783,0.301402936,344086.3477,0.138050852,0.55881364,0.154180607,-22.32679136,0.047494268,104.4868027,0.217336972,31.56433123,2
1,classical piano,0.984996043,0.325072969,313579.7704,0.066793466,0.870291543,0.104571259,-27.4846702,0.044293889,96.29586672,0.168727071,36.71455774,3
1,classical piano duo,0.990666667,0.402666667,138133,0.038266667,0.901,0.0682,-33.412,0.053266667,76.58466667,0.269333333,45.33333333,7
0,classical piano trio,0.980555556,0.2724,380755.6667,0.067822222,0.507777778,0.133355556,-27.23166667,0.039933333,90.18511111,0.198211111,35.55555556,7
1,classical saxophone,0.5259928,0.28668,338286.28,0.44248,0.337012,0.1974,-15.34988,0.0452,134.24688,0.318116,43.92,5
1,classical soprano,0.953614682,0.305958108,285566.8871,0.1638241,0.109262998,0.232296141,-19.18438298,0.069663135,102.2467859,0.169191369,16.18274123,2
1,classical tenor,0.915210009,0.321427403,302608.7032,0.198961887,0.140501227,0.225451658,-17.82950766,0.064345786,100.4919808,0.212455113,17.66170964,2
1,classical trumpet,0.934691919,0.395454545,166053.8737,0.219758586,0.734008081,0.256556061,-17.98664646,0.058787879,118.7683737,0.391865657,25.69191919,3
1,classify,0.66030375,0.524760703,244216.1889,0.347588415,0.484505511,0.141954044,-12.82608725,0.080352859,106.0481244,0.420788235,43.38161765,9
1,clawhammer banjo,0.9675,0.528,187023.5,0.2795,0.30800207,0.2285,-12.4625,0.0703,140.8335,0.4155,6,9
1,clean comedy,0.764488502,0.567122678,259288.4017,0.670888912,0.006128037,0.711512716,-12.97127353,0.800409637,106.4018293,0.397590974,28.88887249,8
1,cleveland metal,0.001608515,0.440714286,231443.25,0.914142857,0.164065371,0.131957143,-5.270464286,0.103360714,120.1111786,0.330971429,44.07142857,11
1,coco,0.5669,0.6834,197352.3,0.8295,7.00E-06,0.30721,-6.2752,0.05441,93.1757,0.9366,30.7,9
1,collage pop,0.249476667,0.648625,196458.125,0.722541667,0.03340975,0.28558125,-8.3854375,0.1202125,143.2227917,0.5208125,48.02083333,10
0,college a cappella,0.214,0.577,154147,0.525,0,0.103,-7.196,0.225,113.055,0.41,49,9
1,colombian hip hop,0.1030065,0.70775,276760.75,0.8295,0.18875,0.097575,-6.1135,0.2287,146.12675,0.7465,29.5,4
1,colombian pop,0.320896012,0.720816345,223307.3048,0.669030282,0.002110259,0.154497196,-6.391560513,0.075274942,120.432609,0.686692889,63.73855681,9
1,colombian rock,0.310847867,0.715233333,280190.6067,0.741986667,0.151007307,0.143868,-7.49858,0.049636,114.1718067,0.80444,42.72,4
1,columbus ohio indie,0.1008,0.54225,198846.5,0.7435,0.004556375,0.3625,-6.2735,0.038675,120.9195,0.7785,42,11
1,comedy,0.687952911,0.538918122,273723.6134,0.700928309,0.000389753,0.638774951,-10.98720223,0.651149831,103.6534824,0.404232513,36.08080779,6
1,comedy rap,0.171411103,0.74955007,229629.6231,0.664226015,0.000201651,0.140898669,-7.832769783,0.211996148,120.5993979,0.711773985,47.35276611,7
1,comedy rock,0.586425481,0.682486195,139319.5097,0.448572045,0.437684431,0.176328041,-10.21957097,0.088828753,108.5972161,0.515217645,44.37316652,0
1,comic,0.460060038,0.596129174,226919.9793,0.681512631,0.020492181,0.391762782,-8.962224931,0.330309364,117.6980026,0.549513098,39.92085809,7
1,comic metal,0.100103184,0.521077585,218960.2877,0.805996888,0.119315828,0.29606118,-6.305347189,0.11335387,117.4549228,0.456187489,47.30986399,2
1,commons,0.554,0.6955,211033.5,0.36945,0.418001295,0.396,-11.0985,0.1469,130.691,0.5765,27,2
1,complextro,0.048315052,0.596681314,252467.9431,0.798087099,0.064013917,0.289876524,-4.595855497,0.12342546,125.2155648,0.334263662,55.34386218,11
1,compositional ambient,0.762101418,0.331040276,320323.3233,0.236103457,0.716854988,0.134677021,-19.61135416,0.044639972,108.76797,0.201798502,45.0203407,2
0,concepcion indie,0.0355,0.482,236472,0.786,0,0.0472,-4.166,0.0343,107.837,0.783,65,9
0,concert band,0.942848485,0.290606061,428825.6061,0.198715152,0.819727739,0.529,-18.85909091,0.048645455,160.6505152,0.254424242,4.666666667,2
1,connecticut hardcore,0.000783121,0.422152778,136038.0556,0.919222222,0.08945475,0.137633333,-5.492680556,0.089343056,133.810625,0.432902778,38.54166667,11
1,connecticut indie,0.09535,0.6785,183609.5,0.6785,0.001232,0.176,-4.956,0.0522,125.0205,0.1965,47,7
1,conscious hip hop,0.21400982,0.683457822,254600.0375,0.69383995,0.032919474,0.229604154,-7.620762689,0.253448075,109.5223613,0.587507684,45.77652088,1
1,contemporary choir,0.987,0.15565,254533,0.02395,0.8915,0.0968,-29.108,0.0451,69.1665,0.04755,46.5,1
1,contemporary classical,0.882955265,0.251938863,376480.8011,0.128383973,0.596906561,0.1269073,-26.06867919,0.048329416,97.8258703,0.172503526,24.94098648,7
0,contemporary classical piano,0.951533929,0.338264286,478655.4268,0.078294071,0.536812473,0.196575893,-30.93705357,0.079543571,82.1374125,0.252939464,31.8125,4
1,contemporary country,0.219263164,0.584807854,215835.1687,0.679565387,0.022255777,0.178159261,-6.342750113,0.051970071,124.599916,0.537331169,54.7004771,7
1,contemporary folk,0.54585,0.55875,230279.875,0.3508,4.34E-06,0.313925,-12.95775,0.0352375,126.789375,0.563,34.5,0
1,contemporary gospel,0.341063271,0.501282552,349735.1297,0.645317829,0.002759056,0.356554307,-8.777409168,0.089416435,118.1584212,0.505357858,33.33657528,1
1,contemporary jazz,0.769968565,0.433318147,355184.2421,0.265166146,0.558329469,0.148231888,-17.48722769,0.047083253,114.0883912,0.314724848,37.90998036,5
1,contemporary post-bop,0.748766979,0.487170684,355061.503,0.31872893,0.416557109,0.177610971,-15.55831598,0.057187727,111.561673,0.449765433,24.71516356,5
1,contemporary vocal jazz,0.803527857,0.546978526,234653.0516,0.266362887,0.025657861,0.144397226,-13.58122243,0.039258951,109.9221662,0.367402441,45.29454564,8
1,contrabass,0.884791667,0.317708333,326081.375,0.19073125,0.780083333,0.108760417,-19.98885417,0.037585417,89.599,0.201660417,40.8125,2
1,cool jazz,0.773577375,0.512033146,324900.8318,0.301988149,0.386333922,0.183527754,-15.26346649,0.055050789,112.036227,0.490094877,20.26662626,5
1,copla,0.706029076,0.529473671,204476.537,0.328506975,0.00883828,0.150264342,-11.35009106,0.109812186,120.6877542,0.539272886,23.80247585,3
1,cornish folk,0.957,0.532,207907,0.132,0,0.0832,-19.486,0.261,176.025,0.83,42,2
0,cornwall indie,0.0437,0.391,218773,0.63,0.00115,0.113,-6.764,0.0274,174.04,0.134,43,3
1,corrido,0.391559875,0.701318694,201449.3242,0.63410551,0.015056094,0.150132584,-6.37620583,0.065877608,124.7064423,0.819238873,53.75776117,7
1,corridos cristianos,0.13,0.881,221179,0.741,5.76E-05,0.0844,-3.995,0.0688,100.041,0.75,36,10
0,corridos tumbados,0.352914336,0.706778094,197504.8675,0.626138539,0.012338573,0.142846888,-7.559996959,0.051427986,115.2883014,0.76191019,63.23607109,7
1,corrosion,0.032587218,0.459883333,285063.4083,0.745008333,0.46556896,0.22924,-11.09516667,0.040666667,141.772475,0.5106,38.025,9
1,cosmic american,0.540252312,0.501845808,212648.9284,0.488292901,0.123126456,0.185064311,-11.92398265,0.052075794,116.4043071,0.590982936,30.0813553,9
1,cosmic post-rock,0.1773,0.303333333,368369,0.416,0.620333333,0.137333333,-11.161,0.032666667,114.8073333,0.056533333,38.66666667,2
1,country,0.317106802,0.589586374,213907.4009,0.589157571,0.016325768,0.173445499,-8.585564386,0.045589978,122.4546647,0.570795039,44.31724542,7
1,country blues,0.797158006,0.603830785,211305.8945,0.329421255,0.095861938,0.197019945,-12.89744228,0.065911383,111.5022738,0.587627967,22.91026566,2
1,country boogie,0.768602654,0.725868462,153254.5535,0.423832943,0.141301246,0.174843482,-10.71088525,0.106692116,138.6424934,0.860720843,11.16393443,7
1,country dawn,0.30370511,0.572695711,227548.9062,0.601696978,0.02939466,0.171196747,-7.505113668,0.047350657,123.3026882,0.499178123,44.3734966,7
1,country gospel,0.6919978,0.571238491,164577.1996,0.426231645,0.021009031,0.200883801,-10.97126777,0.06258827,112.9861093,0.631532585,23.39839608,2
1,country pop,0.201167692,0.581100502,210417.6313,0.688556523,0.036919379,0.169313855,-6.054353965,0.045197757,123.0450792,0.555232685,57.42765666,7
1,country rap,0.152007466,0.705535505,241822.4113,0.691926471,0.002839656,0.186231582,-6.512374331,0.131273138,117.9529529,0.512625081,53.68186368,11
1,country road,0.238571559,0.580415293,220442.7783,0.657118374,0.018726731,0.18161434,-6.881845711,0.049879808,124.8791874,0.536371192,49.19637058,7
1,country rock,0.360139833,0.562637948,235107.2422,0.5369717,0.052396069,0.200556943,-11.1407938,0.048922009,121.4968766,0.614415589,36.48718341,7
1,coverchill,0.931,0.657,176200,0.306,0,0.164,-11.426,0.246,93.775,0.75,0,0
1,cowboy western,0.713355519,0.587594685,172934.4964,0.386611214,0.006905555,0.154256367,-12.18336912,0.058221154,119.5102568,0.574879918,28.92574455,8
1,cowpunk,0.183284509,0.572974294,207705.3526,0.677719447,0.062688944,0.241096193,-10.47527339,0.062058869,128.181155,0.676212645,34.33148185,7
1,crack rock steady,0.106302222,0.588138889,223014.2778,0.85875,0.017625156,0.401583333,-5.066083333,0.126244444,114.88525,0.502688889,44.05555556,10
1,croatian folk,0.778,0.322,241520,0.566,0.00101,0.366,-5.181,0.0324,97.191,0.282,0,2
1,croatian pop,0.348858333,0.561583333,231984.2083,0.709875,0.000650721,0.11825,-6.202041667,0.047366667,124.1731667,0.544833333,40.875,7
1,croatian rock,0.348858333,0.561583333,231984.2083,0.709875,0.000650721,0.11825,-6.202041667,0.047366667,124.1731667,0.544833333,40.875,7
1,crossover thrash,0.00858077,0.322046703,212289.6784,0.907590916,0.23077125,0.19483995,-8.386302763,0.097440032,125.9513037,0.366820977,35.01767267,4
1,crunk,0.082593458,0.760576801,261858.9467,0.715442879,0.006866767,0.21714253,-6.104627634,0.195375575,121.8744547,0.573626142,46.82129024,1
1,crust punk,0.026123273,0.315168433,151138.6655,0.903249715,0.165988574,0.221674829,-9.381741026,0.13040765,125.3282513,0.38139567,29.96794872,9
1,cuarteto,0.2695025,0.66775,282666.5,0.74925,8.10E-07,0.184575,-6.981,0.055525,116.46125,0.782,54,9
1,cuatro venezolano,0.636738095,0.638690476,211441.9048,0.533761905,1.51E-05,0.150838095,-8.832309524,0.062602381,127.6889048,0.832119048,36,7
0,cuban alternative,0.3011,0.7395,265400,0.782,0.000143,0.16605,-7.7755,0.317,136.0665,0.808,45.5,11
1,cuban rumba,0.661907312,0.584984477,233433.7352,0.554427696,0.267061676,0.16897694,-10.35515431,0.086783732,116.6090076,0.764443525,18.64409722,10
1,cubaton,0.366531944,0.674638889,234023.9583,0.670291667,4.12E-05,0.153041667,-5.367444444,0.095822222,94.37286111,0.697611111,52.66666667,7
1,cumbia,0.308613812,0.708860515,215175.5941,0.634014112,0.011925867,0.131396036,-6.830386546,0.070127654,118.4159764,0.824104277,40.88709409,7
1,cumbia andina mexicana,0.4013,0.69588,233978.46,0.62174,0.001721641,0.123634,-6.90188,0.05659,133.25406,0.85718,51.74,9
1,cumbia chilena,0.1715,0.788666667,242597.6667,0.777,4.59E-05,0.124816667,-4.844,0.047116667,95.78083333,0.888,54,7
1,cumbia colombiana regia,0.247581071,0.737653571,233567.9464,0.682053571,0.074288643,0.124645179,-6.156530357,0.086330179,110.3522911,0.859392857,38.34464286,11
0,cumbia ecuatoriana,0.362798077,0.724730769,215021.2019,0.688894231,0.149363518,0.320490385,-6.677028846,0.053378846,117.00625,0.855336538,22.11538462,5
0,cumbia funk,0.0845,0.694,398733.5,0.722,0.4475,0.2125,-10.396,0.05045,121.241,0.818,37.5,1
1,cumbia lagunera,0.36694925,0.755773214,233459.825,0.644976786,0.069819607,0.158690143,-7.075308929,0.135182857,130.9381357,0.746026071,44.95178571,7
1,cumbia paraguaya,0.2025,0.791166667,223248.6667,0.829,9.40E-06,0.162166667,-4.522,0.064716667,110.9613333,0.836,57.5,7
1,cumbia peruana,0.78825,0.5125,325083.25,0.455,0.0045634,0.145675,-9.46375,0.046475,97.423,0.527,26.5,3
1,cumbia pop,0.06735,0.7605,215519.8333,0.691166667,1.30E-05,0.3115,-4.782833333,0.0966,138.9738333,0.823833333,63.33333333,11
1,cumbia ranchera,0.700649123,0.658719298,195445.7544,0.484491228,0.119968264,0.153563158,-9.516631579,0.056694737,104.0944035,0.722403509,19.43859649,3
1,cumbia salvadorena,0.198471852,0.750524691,266085.5556,0.622555556,0.039528051,0.141301235,-7.615314815,0.054441975,120.023284,0.876709877,43.57407407,8
0,cumbia santafesina,0.147,0.86,244507,0.682,0.00931,0.0225,-9.046,0.0406,123.829,0.98,60,11
1,cumbia sonidera,0.273138208,0.699226903,232599.1928,0.6396381,0.014509564,0.148549332,-7.189162169,0.06911077,129.6184493,0.812408433,50.07733373,7
1,cumbia villera,0.1567,0.813083333,228567.5833,0.72025,2.74E-05,0.123408333,-4.842,0.075508333,116.4949167,0.858,58.75,7
1,cyberpunk,0.087278112,0.434292391,288481.0136,0.786436389,0.461497461,0.339150887,-8.080993037,0.054814263,117.7332297,0.313300628,46.00621603,2
1,cymraeg,0.0608,0.568,236067,0.707,0,0.0673,-5.672,0.0582,171.968,0.663,55,3
1,cypriot pop,0.947111111,0.389666667,196995.6667,0.588888889,0.332145778,0.216533333,-8.491555556,0.038,101.9987778,0.751111111,0,5
1,czech classical,0.957804147,0.298503072,410243.1558,0.157720031,0.480675775,0.227631912,-20.12410115,0.057657427,100.0267931,0.166372496,5.770660522,7
1,czech classical piano,0.983333333,0.328666667,380135.3333,0.151466667,0.601666667,0.230766667,-21.27633333,0.0565,98.32033333,0.1463,9.333333333,7
1,czech contemporary classical,0.588,0.4,145554,0.157,0.475,0.0886,-21.5795,0.054,123.318,0.698,11.5,11
1,d-beat,1.40E-05,0.24013,117741.5,0.9348,0.13044452,0.15886,-7.0892,0.11929,141.2793,0.3485,29.7,11
1,dabke,0.905828571,0.428828571,243900.4286,0.257142857,0.079557941,0.325414286,-11.64531429,0.043988571,99.61182857,0.402171429,24.14285714,0
0,dakke dak,0.002387333,0.701333333,236255.3333,0.838666667,0.150284333,0.1684,-5.328,0.0534,138.67,0.535666667,55.66666667,11
1,dallas indie,0.13155,0.4415,189813.5,0.71575,0.001000945,0.180075,-6.5505,0.044025,124.8355,0.65675,40.25,0
1,dance pop,0.183686807,0.651811584,229190.8339,0.684380682,0.02715596,0.181670605,-6.391757411,0.084431742,119.4704293,0.545698019,55.66833968,7
1,dance rock,0.172017747,0.581798833,247278.0451,0.679557463,0.124850987,0.19185199,-10.0313983,0.055516662,123.7554634,0.637181691,39.88097485,9
1,dance-punk,0.125419582,0.549938627,245433.9971,0.770169754,0.176087152,0.192514069,-6.375346892,0.067703387,129.1685332,0.536902206,46.55292494,7
1,dancehall,0.126246333,0.729605316,228400.9181,0.669627619,0.020317493,0.145254825,-6.722216167,0.209335328,116.8272834,0.726176933,50.10143666,1
1,dangdut,0.0409,0.37,295947,0.514,0.00115,0.283,-5.479,0.0302,126.978,0.17,56,2
1,danish alternative rock,0.0133616,0.505,141446.5,0.9125,0.42004165,0.3745,-3.91,0.04665,125.2065,0.6825,42.5,11
1,danish classical,0.864878395,0.278653086,418202.6068,0.215710432,0.767012623,0.154463519,-15.62468148,0.042495309,101.5767457,0.18822284,0.513888889,5
1,danish electronic,0.183654143,0.612373016,228676.9921,0.751452381,0.352058007,0.277693651,-6.678388889,0.068603968,126.4148571,0.335884127,54.30952381,10
0,danish electropop,0.946,0.542,247818,0.16,0.928,0.263,-21.672,0.0365,126.921,0.198,53,7
0,danish hip hop,0.00833,0.891,230657,0.657,0.0026,0.054,-5.552,0.165,125.995,0.453,57,10
1,danish jazz,0.928342593,0.442166667,349295.4815,0.194226852,0.731356759,0.359338889,-22.0097963,0.062784259,114.2676481,0.388411111,28,5
1,danish metal,0.009371878,0.379250274,297594.852,0.854615406,0.32158337,0.234296848,-9.564461897,0.068010005,121.1659117,0.356371217,41.36869518,7
0,danish pop,0.041964444,0.744206349,223105.5714,0.727269841,0.021857175,0.132028571,-4.819047619,0.096771429,132.1559683,0.518142857,59.65079365,9
1,danish pop rock,0.537654762,0.469166667,354718.7857,0.459309524,0.447001843,0.521211905,-13.17852381,0.042221429,112.7995952,0.471809524,44.57142857,2
1,danish post-punk,0.000174,0.555,288347,0.976,0.911,0.206,-5.513,0.0413,111.207,0.0397,31,11
1,danish punk,0.000305,0.62,247053,0.826,0.000242,0.071,-4.276,0.0352,140.834,0.734,43,7
1,danish rock,0.004067229,0.461052632,240840.4539,0.901032895,0.179714028,0.232469737,-6.089184211,0.057833553,115.6474276,0.453348684,47.66447368,2
1,danish singer-songwriter,0.000174,0.555,288347,0.976,0.911,0.206,-5.513,0.0413,111.207,0.0397,31,11
1,dansband,0.62,0.516,149867,0.629,1.78E-06,0.378,-11.271,0.0632,112.783,0.895,13,3
1,danseband,0.691,0.369,213187,0.505,0.00026,0.0954,-10.199,0.0771,204.212,0.79,30,7
1,dansktop,0.917177632,0.501721491,183635.4496,0.306141228,0.278053909,0.187134649,-13.76944518,0.110521272,99.59661623,0.620846491,3.942982456,7
1,danspunk,0.0973,0.84,202200,0.707,0,0.27,-6.957,0.0514,129.532,0.697,55,9
1,dark cabaret,0.348143085,0.497444444,238759.8704,0.679111111,0.037694316,0.204977778,-6.772055556,0.071761111,140.9885741,0.568109259,45.37037037,7
1,dark clubbing,0.171123385,0.623867003,271395.2761,0.669912458,0.492889056,0.163842761,-7.901833333,0.049394949,115.4802879,0.298159259,49.58754209,2
0,dark disco,0.07184,0.62725,288470,0.76075,0.015505,0.09735,-6.58375,0.03925,111.2565,0.5875,46.25,10
0,dark hardcore,0.121297143,0.495571429,274039,0.964428571,0.001626197,0.2042,-3.201857143,0.181285714,174.3077143,0.350714286,0,4
1,dark jazz,0.6131,0.36658,274342.6,0.16207,0.713321,0.10613,-20.4718,0.04186,87.1643,0.14713,42,5
1,dark minimal techno,0.0342636,0.7934,396850.8,0.7312,0.7034,0.28826,-9.0078,0.21826,125.6106,0.24198,0,5
1,dark post-punk,0.06592705,0.495194786,284959.0867,0.764517265,0.431246226,0.15966941,-10.39731111,0.057866487,131.6363351,0.519037556,39.7625641,11
1,dark techno,0.06360022,0.7877,384930.4,0.6141,0.8569,0.08929,-8.1204,0.07251,127.0226,0.23396,2.2,10
1,dark trap,0.180206447,0.695846649,190414.1004,0.66359239,0.042101352,0.18826565,-6.830484599,0.18653691,120.6501957,0.411564187,59.02043266,1
1,dark wave,0.124895501,0.489658935,268651.9575,0.66388618,0.309068465,0.189224307,-11.49390356,0.051041197,132.3633416,0.444854239,37.33143712,2
1,darksynth,0.1722893,0.528625,248615.75,0.7565,0.623,0.1872,-5.579875,0.055025,127.658125,0.3928,55.625,5
1,dayton indie,0.054115,0.469133333,204693.1389,0.767325,0.150053483,0.183251852,-6.809314815,0.076323148,136.8058565,0.430246296,45.86111111,6
1,dc hardcore,0.0219255,0.347760278,118808.0661,0.828951336,0.375919332,0.245693444,-10.16781556,0.088615153,129.1824571,0.419069167,30.88208333,7
0,dc indie,0.641,0.595,311507,0.489,0.0415,0.159,-9.68,0.145,132.35,0.196,43,2
1,death 'n' roll,5.99E-05,0.224625,279615,0.944125,0.451725,0.23025,-7.938125,0.08655,127.415625,0.2445,40.5,11
1,death metal,0.023764501,0.308459686,276191.9321,0.905415979,0.373652086,0.201144202,-7.614469877,0.099030669,126.0711765,0.280107006,39.11040608,11
1,deathcore,0.067341621,0.411561481,231163.6515,0.90951,0.178008178,0.197820074,-5.382181296,0.138500481,122.1559589,0.27938037,43.83555556,7
1,deathgrass,0.416211817,0.42216,183408.9333,0.772833333,0.05539245,0.1872,-6.416166667,0.076643333,109.6920667,0.62602,42.06666667,9
1,deathgrind,7.25E-05,0.262958333,241374.4167,0.918916667,0.553423333,0.162620833,-10.37041667,0.091058333,107.1252083,0.266854167,39.125,6
1,deathrash,0.001366057,0.284825,276961.7899,0.912997101,0.408707965,0.18006221,-8.837375362,0.082193297,128.9155254,0.244358406,38.32644928,4
1,deathrock,0.024962325,0.418322083,256124.4429,0.80286625,0.283894548,0.204725083,-10.24956875,0.052707417,143.9288238,0.487602,35.14333333,9
0,deathstep,0.00151075,0.42625,275092.75,0.93675,0.013299375,0.15325,-3.27475,0.080425,127.00625,0.2135,53.5,6
1,deep acoustic pop,0.00357,0.419,214333,0.734,2.32E-05,0.243,-7.841,0.0294,130.783,0.729,36,7
1,deep adult standards,0.764515793,0.510857309,161661.3156,0.339411257,0.011017119,0.228426546,-11.33003546,0.057937988,114.0391735,0.574661425,23.09946287,2
0,deep big room,0.076116885,0.649754658,239891.235,0.820896745,0.229734435,0.186871891,-4.896364759,0.076127666,122.9166881,0.400629798,50.04416386,11
1,deep ccm,0.221763664,0.474618706,358053.0482,0.595808722,0.053231602,0.225799371,-8.03791865,0.06343435,128.0148033,0.32130692,49.20986027,7
1,deep christian rock,0.50516069,0.50586835,259419.8146,0.395937121,0.025735508,0.188444184,-12.28765976,0.033686103,117.8254405,0.352474158,30.02146465,4
1,deep classic garage rock,0.0338,0.57,147107,0.6505,0.0004525,0.2225,-8.962,0.02835,90.61,0.719,26,2
1,deep comedy,0.8735,0.593875,217327.75,0.541625,0.000685375,0.72175,-9.7265,0.7407,92.96375,0.674,30,6
1,deep contemporary country,0.392302083,0.586125,190655.0729,0.55109375,7.17E-06,0.1577,-10.23053125,0.03163125,123.0890625,0.606645833,31.26041667,9
1,deep dance pop,0.10545,0.7105,257240,0.833,0,0.282,-3.708,0.1515,129.508,0.444,73.5,5
1,deep delta blues,0.972142857,0.457857143,121092.5,0.078291429,0.124218663,0.191571429,-14.73992857,0.043564286,107.0993571,0.365071429,0.785714286,10
0,deep disco,0.092557957,0.718107143,421644.3958,0.67326233,0.111502068,0.136540349,-10.9381875,0.071462543,118.7186981,0.774178146,35.33248299,11
1,deep disco house,0.35925,0.7345,282474.5,0.642,0.322105,0.13425,-10.14925,0.0433,137.4015,0.58625,41,3
1,deep dnb,0.000708,0.478,353267,0.987,0.11,0.0749,-2.913,0.102,140.04,0.324,45,6
0,deep east coast hip hop,0.21061875,0.764925,253295.35,0.709475,0.000802038,0.170275,-7.250275,0.283075,118.386475,0.748575,43.325,11
1,deep euro house,0.320148067,0.692933333,234234.8667,0.663833333,0.029469747,0.211683333,-7.688966667,0.05044,129.6753333,0.551333333,51.73333333,5
1,deep flow,0.0156,0.743,226800,0.841,0,0.133,-5.189,0.0391,100.003,0.814,69,0
1,deep free jazz,0.275,0.491,179467,0.389,1.24E-06,0.256,-15.245,0.0318,86.622,0.46,36,7
1,deep freestyle,0.026047778,0.733222222,257723.1111,0.743,0.076028,0.165277778,-9.835444444,0.062922222,120.4625556,0.804777778,32.33333333,7
1,deep full on,0.00019234,0.6354,472583,0.9198,0.8438,0.13688,-6.7246,0.0448,144.7976,0.2856,0,1
1,deep funk,0.203802333,0.655666667,204559.6667,0.699,0.00032677,0.1687,-7.277666667,0.067633333,125.4296667,0.818,43.33333333,4
0,deep g funk,0.00146,0.671,260622,0.799333333,1.46E-05,0.3018,-4.597666667,0.182566667,142.4916667,0.645666667,35.66666667,4
1,deep gothic post-punk,0.00306,0.521,478493,0.82,0.707,0.102,-7.497,0.032,144.011,0.429,39,1
1,deep groove house,0.121214434,0.704657143,254354.1076,0.693609748,0.108008873,0.180789874,-7.208159244,0.059561975,121.6173742,0.519054454,43.81785714,6
1,deep house,0.150712289,0.732099317,308530.4321,0.649933971,0.312613977,0.152296805,-9.577552913,0.114681736,120.4531995,0.59069665,44.28532819,7
0,deep idm,0.5854,0.613666667,341760,0.328,0.903333333,0.17,-17.39433333,0.056366667,114.6556667,0.324666667,40.66666667,11
1,deep indian pop,0.617719075,0.620986972,260091.1472,0.431981999,0.106562186,0.178070419,-11.5339048,0.094356736,104.0317992,0.637593789,25.1412719,7
0,deep indie singer-songwriter,0.00374,0.436,330400,0.922,0.000413,0.253,-3.279,0.0627,150.151,0.0928,54,11
1,deep latin alternative,0.473,0.562,244307,0.217,0,0.205,-20.723,0.034,109.843,0.691,43,4
0,deep latin christian,0.52475,0.527625,233374.875,0.40575,0.006960165,0.170325,-10.599,0.0318125,86.754625,0.392,53.5,0
1,deep melodic metalcore,0.00254,0.53,243939,0.907,3.91E-05,0.1,-3.066,0.0589,109.997,0.264,53,8
1,deep minimal techno,0.005303517,0.78575,427211,0.770916667,0.57955,0.093241667,-6.878166667,0.105925,126.502,0.486,0,2
1,deep motown,0.812666667,0.545333333,141399.6667,0.436333333,6.90E-07,0.205333333,-10.94466667,0.038233333,118.1783333,0.786333333,13.66666667,3
1,deep new americana,0.44119832,0.554128056,245569.474,0.537139342,0.04085148,0.171465846,-8.49180021,0.051744896,113.9705528,0.484677983,49.96240184,7
1,deep new wave,0.02095,0.665416667,263424.5,0.6985,0.042161888,0.184916667,-9.554666667,0.045216667,128.6394167,0.772,31.58333333,4
1,deep norteno,0.292969167,0.683178704,195524.7963,0.699714815,0.056631653,0.12299537,-6.697196296,0.049231481,111.0473843,0.801711111,36.58425926,7
1,deep northern soul,0.966,0.224,167867,0.204,4.45E-06,0.143,-16.838,0.0339,169.367,0.219,8,3
1,deep pop edm,0.297314286,0.6155,213094.8571,0.490071429,0.012300807,0.099192857,-7.448642857,0.049607143,157.5742857,0.293657143,62.5,6
1,deep progressive house,0.000781,0.804,534194,0.656,0.932,0.648,-10.475,0.0633,123.994,0.24,0,0
1,deep psychobilly,6.56E-05,0.538,524200,0.971,0.824,0.104,-5.002,0.0373,139.998,0.191,0,9
1,deep punk rock,0.0248766,0.488333333,130000,0.813333333,0.447033333,0.1538,-10.10966667,0.037233333,148.5943333,0.901666667,35,1
1,deep r&b,0.155,0.426,182707,0.953,0,0.132,-3.282,0.106,169.93,0.678,51,9
1,deep ragga,0.183813636,0.745236364,217831.8727,0.544490909,0.006836636,0.113721818,-9.954536364,0.179292727,106.6174636,0.702863636,38.26363636,6
1,deep regional mexican,0.375449091,0.702551839,197572.0223,0.674441711,0.015097543,0.142489541,-6.187621116,0.080697197,123.0107029,0.854802743,49.1065051,10
0,deep smooth jazz,0.390283333,0.569333333,284371,0.493058333,0.630016667,0.123066667,-13.126,0.037583333,103.5028333,0.558483333,46.83333333,8
1,deep soft rock,0.358746377,0.639008696,232361.8935,0.536834058,0.006514038,0.194758478,-11.86153551,0.047303333,110.1065558,0.666894203,34.53405797,10
0,deep soul house,0.00945,0.756,464067,0.468,0.904,0.142,-11.698,0.0455,99.007,0.325,40,4
1,deep soundtrack,0.923161905,0.274990476,147278.4381,0.091307619,0.681190914,0.109402857,-26.15467619,0.05862381,97.54562857,0.200615238,38.63809524,3
1,deep southern soul,0.6555,0.6175,156993.5,0.623,1.40E-05,0.0932,-6.9905,0.03165,100.2515,0.8485,23.5,7
1,deep southern trap,0.076384129,0.745171773,264535.7236,0.677282128,0.000663578,0.19525569,-5.954174624,0.2461078,117.3578578,0.536341222,44.17152386,7
0,deep space rock,0.65,0.34,442573,0.489,0.523,0.11,-9.871,0.0489,140.359,0.628,0,6
1,deep talent show,0.373128203,0.589502471,205916.5424,0.619432145,0.000311686,0.123379389,-7.073545921,0.047044214,123.9298839,0.484565268,48.54890443,7
0,deep tech house,0.367950882,0.303588235,376114.5882,0.495470588,0.575229412,0.186558824,-12.25505882,0.0392,129.6978824,0.342588235,35.23529412,2
0,deep techno,0.147,0.656,316232,0.817,0.917,0.0811,-9.601,0.0371,124.013,0.405,2,9
